57,Context-specific independence in Bayesian networks.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
60,http:##www.cs.rutgers.edu#hpcd#Area_II.1a#reno98.ps.Z,1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
61,"Case-based reasoning: Foundational issues, methodological variations, and system approaches.",0,/Artificial_Intelligence/Machine_Learning/Case-Based/
62,http:##www.cs.concordia.ca#~faculty#grahne#papers#jlc.ps,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
64,http:##www.iiia.csic.es#Reports#1997#icmc.ps.gz,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
65,W.S. Boosting the Margin: A New Explanation for the Effectiveness of Voting Methods.,6,/Artificial_Intelligence/Machine_Learning/Theory/
66,Supervised learning from incomplete data via an EM approach.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
67,Script recognition with hierarchical feature maps.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
68,ftp:##ftp.idsia.ch#pub#juergen#attention.ps.gz,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
69,"Hierarchical Mixtures of Experts and the EM Algorithm,",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
71,"Synchronization and desynchronization in a network of locally coupled Wilson-Cowan oscillators,",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
72,MacKay (1995). Probabilistic networks: new models and new methods.,6,/Artificial_Intelligence/Machine_Learning/Theory/
73,http:##www.cs.cmu.edu#~yannick#flairs98.ps.gz,6,/Artificial_Intelligence/Machine_Learning/Theory/
74,Neural network implementation in SAS software.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
75,A modification to evidential probability.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
76,"Reinforcement Learning for Job-Shop Scheduling,",4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
77,and Deva Johnam. A neural network pole-balancer that learns and operates on a real robot in real time.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
78,Bayes factors and model uncertainty.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
79,Q-learning with hidden-unit restarting.,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
80,"The Expandable Split Window Paradigm for Exploiting Fine-Grain Parallelism,",5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
81,A hybrid nearest-neighbor and nearest-hyperrectangle algorithm.,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
83,NP-Completeness of Searches for Smallest Possible Feature Sets.,6,/Artificial_Intelligence/Machine_Learning/Theory/
85,"A Min Tjoa, and Gerti Kappel. Learning the semantic similarity of reusable sotware components.",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
86,Learning Analytically and Inductively.,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
87,http:##www.warwick.ac.uk#statsdept#Staff#WSK#papers#323.ps.gz,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
88,http:##www.informatik.hu-berlin.de#~lenz#Papers95#scai.ps.gz,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
89,http:##www.cs.virginia.edu#~gjf2a#AAAI_Fall98#papers#Peterson.ps,6,/Artificial_Intelligence/Machine_Learning/Theory/
92,Adaptive noise injection for input relevance determination.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
93,Multivariate versus univariate decision trees.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
94,ftp:##ftp.wins.uva.nl#pub#computer-systems#aut-sys#reports#SchKroBabKri96.ps.gz,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
95,How lateral interaction develops in a self-organizing feature map.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
96,The new challenge: From a century of statistics to an age of causation.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
97,"Combining Top-down and Bottom-up Techniques in Inductive Logic Programming,",5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
98,Computing upper and lower bounds on likelihoods in intractable networks.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
99,Jordan (1996b). Recursive algorithms for approximating proba-bilities in graphical models.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
100,"""A General Lower Bound on the Number of Examples Needed for Learning,""",6,/Artificial_Intelligence/Machine_Learning/Theory/
101,http:##www-cse.ucsd.edu#users#gary#pubs#m.ps,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
103,"""Pattern Discrimination Using Feedforward Networks: A Benchmark Study of Scaling Behavior"",",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
104,(1996) Rate of Convergence of the Gibbs Sampler by Gaussian Approximation.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
105,http:##www.cs.cmu.edu#afs#cs.cmu.edu#user#kdeng#www#paper#ij-proceedings.ps,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
106,http:##www.cs.colostate.edu#~pyeatt#FLAIRS-98.ps,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
107,"Cost-Sensitive Feature Reduction Applied to a Hybrid Genetic Algorithm,",5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
108,"""Genetic Programming Exploratory Power and the Discovery of Functions,""",1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
109,"Learning complex, extended sequences using the principle of history compression.",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
110,Ocular dominance and patterned lateral connections in a self-organizing model of the primary visual cortex.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
111,Fast numerical integration of relaxation oscillator networks based on singular limit solutions.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
112,"Self-organization and segmentation with laterally connected maps of spiking neurons. In Workshop on Self-Organizing Maps,",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
113,(1997) Gaussian pro cesses for Bayesian classification via hybrid Monte Carlo.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
114,"(1997) Perfect Simulation of some Point Processes for the Impatient User, Advances in Applied Probability, Stochastic Geometry and Statistical Applications,",3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
115,"Self-organization and functional role of lateral connections and multi size receptive fields in the primary visual cortex. Neural Processing Letters,",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
116,Optimal attitude control of satellites by artificial neural networks: a pilot study.,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
117,PAC-learning PROLOG clauses with or without errors.,6,/Artificial_Intelligence/Machine_Learning/Theory/
118,ftp:##vismod.www.media.mit.edu#pub#tpminka#papers#minka-em-tut.ps.gz,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
119,N.T. (1995) Prior Knowledge and the Creation of Virtual Examples for RBF Networks.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
120,Gain adaptation beats least squares.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
121,ftp:##ftp.ai.univie.ac.at#papers#oefai-tr-97-01.ps.Z,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
122,Theory refinement combining analytical and empirical methods.,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
123,Auxilliary variable methods for Markov chain Monte Carlo with applications.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
124,Convergence Rates of Markov Chains.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
125,Investigating the generality of automatically defined functions.,1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
126,Exploiting the omission of irrelevant data.,6,/Artificial_Intelligence/Machine_Learning/Theory/
127,ftp:##ftp.cs.rochester.edu#pub#u#rosca#gp#94.ml.hierarchical_so_gp.ps.gz,1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
128,Pattern recognition via linear programming: Theory and application to medical diagnosis.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
129,Resonance and the perception of musical meter.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
130,"A User Friendly Workbench for Order-Based Genetic Algorithm Research,",1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
132,ftp:##ftp.cs.columbia.edu#reports#reports-1989#cucs-511-89c.ps.gz,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
135,Using knowledge of cognitive behavior to learn from failure.,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
136,Representing and restructuring domain theories: A constructive induction approach.,6,/Artificial_Intelligence/Machine_Learning/Theory/
137,Replicability of neural computing experiments.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
138,Living in a partially structured environment: How to bypass the limitation of classical reinforcement techniques.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
139,http:##www.media.mit.edu#~schoner#papers#ICMC98.ps,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
140,Inference in model-based cluster analysis.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
141,ftp:##ftp.ai.univie.ac.at#papers#oefai-tr-95-35.ps.Z,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
142,A practical Bayesian framework for backpropagation networks.,6,/Artificial_Intelligence/Machine_Learning/Theory/
145,On Bayesian analysis of mixtures with an unknown number of components.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
146,Analysis of some incremental variants of policy iteration: First steps toward understanding actor-critic learning systems.,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
147,"Genetic Algorithms in Search, Optimization and Machine Learning.",1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
148,"Improving Generalization with Active Learning,",6,/Artificial_Intelligence/Machine_Learning/Theory/
150,Rules and precedents as complementary warrants.,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
152,Dynamic control of genetic algorithms using fuzzy logic techniques.,1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
153,"Learning linear, sparse, factorial codes.",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
154,http:##www.research.att.com#~mkearns#papers#inference.ps.Z,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
155,Efficient feature selection in conceptual clustering.,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
156,An upper bound on the loss from approximate optimal value functions.,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
157,http:##www.cs.iastate.edu#~honavar#Papers#aaai93.ps,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
158,a self-organizing feature map for sequences.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
159,"(1990b) : ""Knowledge Integration and Learning"",",5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
161,http:##www.mli.gmu.edu#~iimam#papers#JIIS93.ps,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
162,ftp:##cse.ogi.edu#pub#tech-reports#1996#96-006.ps.gz,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
164,(1995a) Ensemble learning and evidence maximization.,6,/Artificial_Intelligence/Machine_Learning/Theory/
165,http:##www.cf.ac.uk#uwcc#maths#sahu#papers#adv.ps.gz,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
166,http:##www.aic.nrl.navy.mil:80#~aha#aaai95-fss#papers#boerner.ps.Z,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
167,http:##www.cs.princeton.edu#~psa#multi.ics.ps,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
169,ftp:##ftp.wins.uva.nl#pub#computer-systems#aut-sys#reports#KroDam92a.ps.gz,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
170,http:##pegasus.ece.utexas.edu:80#~ismail#ruleordering_IEEE_ICNN97.ps.Z,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
171,"""An Evolutionary Algorithm That Constructs Recurrent Neural Networks"",",1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
172,Using marker-based genetic encoding of neural networks to evolve finite-state behaviour.,1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
173,"Smoothing spline ANOVA with component-wise Bayesian ""confidence intervals"".",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
174,"Soft classification, a.k.a. risk estimation, via penalized log likelihood and smoothing spline analysis of variance.",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
175,"Improving the quality of automatic DNA sequence assembly using fluorescent tracedata classifications. In States, D.J.,",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
178,http:##www.ai.sri.com#~blei#blei.ps,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
179,http:##www.cs.colostate.edu#~anderson#pubs#nnsp95.ps.Z,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
180,On learning conjunctions with malicious noise.,6,/Artificial_Intelligence/Machine_Learning/Theory/
182,"M.C., ""Neural Net Architectures for Temporal Sequence Processing,"" Predicting the future and understanding the past (Eds.",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
183,A distributed feature map model of the lexicon.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
185,Neural nets as systems models and controllers.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
186,Learning by error-driven decomposition.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
187,Feature subset selection as search with probabilistic estimates.,6,/Artificial_Intelligence/Machine_Learning/Theory/
188,Massively parallel genetic programming.,1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
189,Szepesvari and M.L. Littman. A unified analysis of value-function-based reinforcement-learning algorithms.,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
190,http:##www.cs.rochester.edu#u#bayliss#spectral#aipr97.ps,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
191,Incremental methods for computing bounds in partially observable Markov decision processes.,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
192,Bayesian nonlinear modelling for the prediction competition.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
193,ftp:##ftp.imag.fr#pub#LIFIA#malek.cbrnn.e.ps.Z,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
194,http:##www.eecs.umich.edu#~tyson#Postscript#IJPP.ps.gz,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
195,Vuurpijl and Th.E. Schouten. A Scalable Performance Prediction Model for Parallel Neural Network Simulations.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
196,http:##www.ultimode.com#wray#trees.ps.Z,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
197,"Cliff (1993). ""Issues in evolutionary robotics,"" From Animals to Animats 2 (Ed.",1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
198,http:##www.ldc.usb.ve#~hector#reports#learning.ps,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
199,ftp:##ftp.cc.gatech.edu#pub#ai#ram#er-92-03.ps.Z,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
200,http:##www.erg.sri.com#people#marie#papers#ats-symp.ps,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
201,http:##www-ai.ijs.si#DunjaMladenic#papers#ICL#ecml95.ps,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
202,Inducing logic programs without explicit negative examples.,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
203,http:##www.ri.cmu.edu#afs#cs#usr#kdeng#www#paper#ij-proceedings.ps,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
204,http:##www.cs.purdue.edu#research#cse#pythia#papers#conf-journal#icnn96.ps.gz,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
207,Mathematical programming in neural networks.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
208,ftp:##ftp.cc.gatech.edu#pub#ai#kolodner#git-cc-94-12.ps.Z,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
209,http:##www.cs.brown.edu#people#ldp#papers#Gelfand.ps,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
210,ftp:##ftp.idsia.ch#pub#juergen#selfmodnet.ps.gz,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
211,http:##www.demo.cs.brandeis.edu#papers#mam92.ps.gz,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
213,"`A case study in machine learning\',",0,/Artificial_Intelligence/Machine_Learning/Case-Based/
214,A sequential niche technique for multimodal function optimization.,1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
215,"Learning from examples, agent teams and the concept of reflection.",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
218,http:##www.cs.kun.nl#eita#publications#conferences#Schoenmakers-conf95.ps.gz,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
219,http:##www.cs.yale.edu#users#csuros-miklos#papers#colt97.ps,6,/Artificial_Intelligence/Machine_Learning/Theory/
220,Intelligent agents for Web-based tasks: An advice-taking approach.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
222,"Neal (1991). Bayesian mixture modelling by Monte Carlo simulation,",3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
224,Probabilistic evaluation of sequential plans from causal models with hidden variables.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
225,Control Flow Prediction for Dynamic ILP Processors.,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
227,"A Statistical Approach to Solving the EBL Utility Problem,",6,/Artificial_Intelligence/Machine_Learning/Theory/
229,"Hyperplane ""spin"" dynamics, network plasticity and back-propagation learning.",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
230,http:##www.demo.cs.brandeis.edu#papers#sur97.ps,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
233,"""Factor analysis using delta-rule wake-sleep learning"",",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
235,http:##www.gia.ist.utl.pt#~pedrod#maml.ps.gz,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
236,"""Aspects of Graphical Models Connected With Causality,""",3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
237,"Evolving representations of design cases and their use in creative design, Preprints Computational Models of Creative Design.",0,/Artificial_Intelligence/Machine_Learning/Case-Based/
238,"`Time series prediction using mixtures of experts,\'",2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
239,"On learning more concepts,",6,/Artificial_Intelligence/Machine_Learning/Theory/
240,Analyzing GAs using Markov models with semantically ordered and lumped states.,1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
242,On Learning from Noisy and Incomplete Examples.,6,/Artificial_Intelligence/Machine_Learning/Theory/
246,Rohwer (1996). Bayesian regression filters and the issue of priors.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
247,A performance analysis of CNS on sparse connectionist networks.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
248,Two is Better than One: a Diploid Genotype for Neural Networks.,1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
249,Belief revision: A critique.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
250,A qualitative Markov assumption and its implications for belief change.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
253,"Qualitative probabiliteis for default reasoning, belief revision, and causal modeling.",3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
254,Integrating motor schemas and reinforcement learning.,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
255,A local learning algorithm for dynamic feedforward and recurrent networks.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
257,"Explaining Serendipitous Recognition in Design,",0,/Artificial_Intelligence/Machine_Learning/Case-Based/
258,"The Estimation of Probabilities in Attribute Selection Measures for Decision Structure Induction in Proceeding of the European Summer School on Machine Learning,",5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
259,http:##www.cs.cmu.edu#afs#cs#user#chal#www#colt92.ps.gz,6,/Artificial_Intelligence/Machine_Learning/Theory/
261,A bibliography for genetic programming.,1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
262,Neural networks with real weights: analog computational complexity.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
263,G.O. (1997) A Total Variation Method for Diagnosing Convergence of MCMC Algorithms.,3,/Artificial_Intelligence/Machine_Learning/Probabilistic_Methods/
264,ftp:##ftp.cnl.salk.edu#pub#jung#nips95b.ps.Z,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
265,Neuronlike adaptive elements that can solve difficult learning control problems.,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
267,ftp:##synapse.cs.byu.edu#pub#papers#bertelsen_th.ps,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
268,How to dynamically merge markov decision processes.,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
269,On the Approximability of Numerical Taxonomy.,6,/Artificial_Intelligence/Machine_Learning/Theory/
270,Storing and indexing plan derivations through explanation-based analysis of retrieval failures.,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
271,Confidence Estimation for Speculation Control.,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
272,Relating relational learning algorithms.,0,/Artificial_Intelligence/Machine_Learning/Case-Based/
273,Efficient learning in Boltzmann Machines using linear response theory.,2,/Artificial_Intelligence/Machine_Learning/Neural_Networks/
274,ftp:##ftp.cs.orst.edu#pub#tgd#papers#tr-td-scheduling.ps.gz,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
275,Learning curves bounds for Markov decision processes with undiscounted rewards.,4,/Artificial_Intelligence/Machine_Learning/Reinforcement_Learning/
276,A Comparison of Full and Partial Predicated Execution Support for ILP Processors.,5,/Artificial_Intelligence/Machine_Learning/Rule_Learning/
277,"""The Power of Self-Directed Learning"",",6,/Artificial_Intelligence/Machine_Learning/Theory/
278,http:##www.cs.bu.edu#techreports#94-009-lowerbound-ga.ps.Z,1,/Artificial_Intelligence/Machine_Learning/Genetic_Algorithms/
